Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0265	0.0905	25000	125000
2	Spectrogram 1	1	0.1417	0.1971	25000	125000
3	Spectrogram 1	1	0.2355	0.2953	25000	125000
4	Spectrogram 1	1	0.3337	0.4019	25000	125000
5	Spectrogram 1	1	0.4489	0.5001	25000	125000
6	Spectrogram 1	1	0.5427	0.6537	25000	125000
7	Spectrogram 1	1	0.6878	0.7433	25000	125000
8	Spectrogram 1	1	0.8201	0.8969	25000	125000
9	Spectrogram 1	1	0.9267	0.9822	25000	125000
10	Spectrogram 1	1	1.0206	1.0761	25000	125000
11	Spectrogram 1	1	1.1913	1.2297	25000	125000
12	Spectrogram 1	1	1.8057	1.9763	25000	125000
