Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0393	25000	125000
2	Spectrogram 1	1	0.0606	0.1545	25000	125000
3	Spectrogram 1	1	0.1758	0.2697	25000	125000
4	Spectrogram 1	1	0.3081	0.3465	25000	125000
5	Spectrogram 1	1	0.739	0.8926	25000	125000
6	Spectrogram 1	1	0.9097	1.0078	25000	125000
7	Spectrogram 1	1	1.0505	1.1273	25000	125000
8	Spectrogram 1	1	1.1614	1.2595	25000	125000
9	Spectrogram 1	1	1.2809	1.3662	25000	125000
10	Spectrogram 1	1	1.379	1.5113	25000	125000
11	Spectrogram 1	1	1.5411	1.6051	25000	125000
12	Spectrogram 1	1	1.635	1.6819	25000	125000
13	Spectrogram 1	1	1.7289	1.8611	25000	125000
