Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0777	25000	125000
2	Spectrogram 1	1	0.1033	0.1886	25000	125000
3	Spectrogram 1	1	0.2185	0.3251	25000	125000
4	Spectrogram 1	1	0.3379	0.4318	25000	125000
5	Spectrogram 1	1	0.4403	0.5214	25000	125000
6	Spectrogram 1	1	0.5427	0.6793	25000	125000
7	Spectrogram 1	1	0.7006	0.8542	25000	125000
8	Spectrogram 1	1	0.8713	0.9907	25000	125000
9	Spectrogram 1	1	1.0163	1.1785	25000	125000
10	Spectrogram 1	1	1.2126	1.3534	25000	125000
11	Spectrogram 1	1	1.3833	1.4558	25000	125000
12	Spectrogram 1	1	1.5667	1.6862	25000	125000
13	Spectrogram 1	1	1.7118	1.8569	25000	125000
14	Spectrogram 1	1	1.8825	1.9763	25000	125000
