Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.163	25000	125000
2	Spectrogram 1	1	0.1929	0.2526	25000	125000
3	Spectrogram 1	1	0.291	0.4233	25000	125000
4	Spectrogram 1	1	0.4617	0.6067	25000	125000
5	Spectrogram 1	1	0.6537	0.7262	25000	125000
6	Spectrogram 1	1	0.7475	0.8414	25000	125000
7	Spectrogram 1	1	0.867	0.9182	25000	125000
8	Spectrogram 1	1	0.9438	1.0889	25000	125000
9	Spectrogram 1	1	1.1187	1.2681	25000	125000
10	Spectrogram 1	1	1.3065	1.4131	25000	125000
11	Spectrogram 1	1	1.4515	1.5283	25000	125000
12	Spectrogram 1	1	1.5753	1.7929	25000	125000
13	Spectrogram 1	1	1.8441	1.9763	25000	125000
