Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0435	25000	125000
2	Spectrogram 1	1	0.0691	0.1673	25000	125000
3	Spectrogram 1	1	0.1971	0.2526	25000	125000
4	Spectrogram 1	1	0.3081	0.4062	25000	125000
5	Spectrogram 1	1	0.4361	0.4787	25000	125000
6	Spectrogram 1	1	0.5385	0.5854	25000	125000
7	Spectrogram 1	1	0.6579	0.803	25000	125000
8	Spectrogram 1	1	0.9566	1.0163	25000	125000
9	Spectrogram 1	1	1.0633	1.2809	25000	125000
10	Spectrogram 1	1	1.3235	1.4558	25000	125000
11	Spectrogram 1	1	1.4899	1.6094	25000	125000
12	Spectrogram 1	1	1.6393	1.7459	25000	125000
13	Spectrogram 1	1	1.8014	1.9763	25000	125000
