Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.1161	0.2398	25000	125000
2	Spectrogram 1	1	0.2654	0.3763	25000	125000
3	Spectrogram 1	1	0.4147	0.4787	25000	125000
4	Spectrogram 1	1	0.547	0.6153	25000	125000
5	Spectrogram 1	1	0.6622	0.7219	25000	125000
6	Spectrogram 1	1	0.7774	0.931	25000	125000
7	Spectrogram 1	1	0.9694	1.0803	25000	125000
8	Spectrogram 1	1	1.4601	1.5241	25000	125000
9	Spectrogram 1	1	1.5667	1.6649	25000	125000
10	Spectrogram 1	1	1.9422	1.9763	25000	125000
