Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0435	0.0819	25000	125000
2	Spectrogram 1	1	0.1118	0.1545	25000	125000
3	Spectrogram 1	1	0.2014	0.2483	25000	125000
4	Spectrogram 1	1	0.2825	0.3422	25000	125000
5	Spectrogram 1	1	0.4787	0.5129	25000	125000
6	Spectrogram 1	1	0.7561	0.7987	25000	125000
7	Spectrogram 1	1	1.3406	1.3833	25000	125000
8	Spectrogram 1	1	1.6691	1.7161	25000	125000
9	Spectrogram 1	1	1.7971	1.8483	25000	125000
10	Spectrogram 1	1	1.9038	1.9678	25000	125000
