Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0819	25000	125000
2	Spectrogram 1	1	0.1374	0.2611	25000	125000
3	Spectrogram 1	1	0.3123	0.3721	25000	125000
4	Spectrogram 1	1	0.9694	1.0078	25000	125000
5	Spectrogram 1	1	1.2041	1.251	25000	125000
6	Spectrogram 1	1	1.3065	1.3534	25000	125000
7	Spectrogram 1	1	1.507	1.571	25000	125000
8	Spectrogram 1	1	1.6307	1.6777	25000	125000
9	Spectrogram 1	1	1.7374	1.8739	25000	125000
10	Spectrogram 1	1	1.9166	1.9763	25000	125000
