Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0606	25000	125000
2	Spectrogram 1	1	0.0905	0.1459	25000	125000
3	Spectrogram 1	1	0.2654	0.3422	25000	125000
4	Spectrogram 1	1	0.4062	0.4617	25000	125000
5	Spectrogram 1	1	0.8158	0.867	25000	125000
6	Spectrogram 1	1	0.9481	1.0462	25000	125000
7	Spectrogram 1	1	1.1529	1.1998	25000	125000
8	Spectrogram 1	1	1.3833	1.443	25000	125000
9	Spectrogram 1	1	1.5966	1.6521	25000	125000
10	Spectrogram 1	1	1.7161	1.827	25000	125000
11	Spectrogram 1	1	1.891	1.9337	25000	125000
