Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0905	25000	125000
2	Spectrogram 1	1	0.1203	0.1886	25000	125000
3	Spectrogram 1	1	0.227	0.291	25000	125000
4	Spectrogram 1	1	0.3422	0.4318	25000	125000
5	Spectrogram 1	1	0.4659	0.5385	25000	125000
6	Spectrogram 1	1	0.5769	0.6281	25000	125000
7	Spectrogram 1	1	0.6793	0.7475	25000	125000
8	Spectrogram 1	1	0.7902	0.8627	25000	125000
9	Spectrogram 1	1	1.0206	1.0803	25000	125000
10	Spectrogram 1	1	1.2339	1.3022	25000	125000
11	Spectrogram 1	1	1.3406	1.4217	25000	125000
12	Spectrogram 1	1	1.4643	1.5454	25000	125000
13	Spectrogram 1	1	1.5881	1.6521	25000	125000
14	Spectrogram 1	1	1.699	1.7801	25000	125000
15	Spectrogram 1	1	1.8313	1.8867	25000	125000
16	Spectrogram 1	1	1.9465	1.9763	25000	125000
