Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.2057	0.2825	25000	125000
2	Spectrogram 1	1	0.3294	0.5129	25000	125000
3	Spectrogram 1	1	0.5427	0.6665	25000	125000
4	Spectrogram 1	1	0.7049	0.8243	25000	125000
5	Spectrogram 1	1	0.8499	0.9182	25000	125000
6	Spectrogram 1	1	0.9523	1.123	25000	125000
7	Spectrogram 1	1	1.2553	1.3833	25000	125000
8	Spectrogram 1	1	1.4217	1.5198	25000	125000
9	Spectrogram 1	1	1.5454	1.7203	25000	125000
10	Spectrogram 1	1	1.7587	1.8398	25000	125000
