Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1331	25000	125000
2	Spectrogram 1	1	0.1545	0.2569	25000	125000
3	Spectrogram 1	1	0.2739	0.3465	25000	125000
4	Spectrogram 1	1	0.3721	0.5726	25000	125000
5	Spectrogram 1	1	0.5897	0.7475	25000	125000
6	Spectrogram 1	1	0.7859	0.9566	25000	125000
7	Spectrogram 1	1	0.9694	1.1017	25000	125000
8	Spectrogram 1	1	1.1102	1.2083	25000	125000
9	Spectrogram 1	1	1.2382	1.3278	25000	125000
10	Spectrogram 1	1	1.3363	1.5113	25000	125000
11	Spectrogram 1	1	1.5369	1.6009	25000	125000
12	Spectrogram 1	1	1.6179	1.8398	25000	125000
13	Spectrogram 1	1	1.8483	1.9763	25000	125000
