Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.2739	0.3337	25000	125000
2	Spectrogram 1	1	0.3891	0.5385	25000	125000
3	Spectrogram 1	1	0.6793	0.7689	25000	125000
4	Spectrogram 1	1	0.803	0.9225	25000	125000
5	Spectrogram 1	1	0.9523	1.0035	25000	125000
6	Spectrogram 1	1	1.0334	1.1187	25000	125000
7	Spectrogram 1	1	1.1358	1.2211	25000	125000
8	Spectrogram 1	1	1.251	1.2894	25000	125000
9	Spectrogram 1	1	1.3491	1.4131	25000	125000
10	Spectrogram 1	1	1.443	1.4814	25000	125000
11	Spectrogram 1	1	1.5369	1.5838	25000	125000
12	Spectrogram 1	1	1.8441	1.9166	25000	125000
