Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0734	25000	125000
2	Spectrogram 1	1	0.1758	0.227	25000	125000
3	Spectrogram 1	1	0.3806	0.4318	25000	125000
4	Spectrogram 1	1	0.4745	0.5171	25000	125000
5	Spectrogram 1	1	0.6025	0.6451	25000	125000
6	Spectrogram 1	1	0.7049	0.7774	25000	125000
7	Spectrogram 1	1	0.8115	0.8585	25000	125000
8	Spectrogram 1	1	0.9267	1.0121	25000	125000
9	Spectrogram 1	1	1.3662	1.443	25000	125000
10	Spectrogram 1	1	1.4942	1.5497	25000	125000
11	Spectrogram 1	1	1.5753	1.6137	25000	125000
12	Spectrogram 1	1	1.6606	1.7075	25000	125000
13	Spectrogram 1	1	1.7502	1.7929	25000	125000
14	Spectrogram 1	1	1.8355	1.891	25000	125000
15	Spectrogram 1	1	1.955	1.9763	25000	125000
