Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.5726	0.6921	25000	125000
2	Spectrogram 1	1	0.7177	0.7731	25000	125000
3	Spectrogram 1	1	0.8201	0.9054	25000	125000
4	Spectrogram 1	1	0.9267	0.9993	25000	125000
5	Spectrogram 1	1	1.0377	1.1059	25000	125000
6	Spectrogram 1	1	1.1486	1.2083	25000	125000
7	Spectrogram 1	1	1.251	1.3065	25000	125000
8	Spectrogram 1	1	1.3491	1.4131	25000	125000
9	Spectrogram 1	1	1.4473	1.5539	25000	125000
10	Spectrogram 1	1	1.5753	1.6393	25000	125000
11	Spectrogram 1	1	1.6777	1.7246	25000	125000
12	Spectrogram 1	1	1.763	1.8185	25000	125000
13	Spectrogram 1	1	1.8441	1.8953	25000	125000
