Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1417	25000	125000
2	Spectrogram 1	1	0.1587	0.3251	25000	125000
3	Spectrogram 1	1	0.3337	0.5043	25000	125000
4	Spectrogram 1	1	0.5171	0.7177	25000	125000
5	Spectrogram 1	1	0.7305	0.9011	25000	125000
6	Spectrogram 1	1	0.9225	1.1998	25000	125000
7	Spectrogram 1	1	1.2254	1.4259	25000	125000
8	Spectrogram 1	1	1.4473	1.7161	25000	125000
9	Spectrogram 1	1	1.7331	1.9166	25000	125000
10	Spectrogram 1	1	1.9337	1.9763	25000	125000
