Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0393	0.1118	25000	125000
2	Spectrogram 1	1	0.1502	0.2142	25000	125000
3	Spectrogram 1	1	0.3465	0.4147	25000	125000
4	Spectrogram 1	1	0.547	0.6067	25000	125000
5	Spectrogram 1	1	0.7561	0.9097	25000	125000
6	Spectrogram 1	1	0.9353	1.0675	25000	125000
7	Spectrogram 1	1	1.1102	1.2553	25000	125000
8	Spectrogram 1	1	1.2894	1.3491	25000	125000
9	Spectrogram 1	1	1.4899	1.6265	25000	125000
10	Spectrogram 1	1	1.6734	1.7289	25000	125000
11	Spectrogram 1	1	1.7801	1.827	25000	125000
