Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.3251	0.4702	25000	125000
2	Spectrogram 1	1	0.4915	0.6238	25000	125000
3	Spectrogram 1	1	0.6451	0.7731	25000	125000
4	Spectrogram 1	1	0.7859	0.9395	25000	125000
5	Spectrogram 1	1	0.9609	1.0249	25000	125000
6	Spectrogram 1	1	1.0547	1.1742	25000	125000
7	Spectrogram 1	1	1.187	1.2467	25000	125000
8	Spectrogram 1	1	1.2766	1.3406	25000	125000
9	Spectrogram 1	1	1.3619	1.4345	25000	125000
10	Spectrogram 1	1	1.4601	1.5113	25000	125000
11	Spectrogram 1	1	1.5411	1.5966	25000	125000
12	Spectrogram 1	1	1.7289	1.7886	25000	125000
13	Spectrogram 1	1	1.8313	1.8697	25000	125000
14	Spectrogram 1	1	1.9337	1.9763	25000	125000
