Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0905	0.1929	25000	125000
2	Spectrogram 1	1	0.227	0.3081	25000	125000
3	Spectrogram 1	1	0.3422	0.3977	25000	125000
4	Spectrogram 1	1	0.4702	0.5171	25000	125000
5	Spectrogram 1	1	0.5726	0.6153	25000	125000
6	Spectrogram 1	1	0.7945	0.9054	25000	125000
7	Spectrogram 1	1	0.931	1.059	25000	125000
8	Spectrogram 1	1	1.1401	1.1785	25000	125000
9	Spectrogram 1	1	1.2681	1.3406	25000	125000
10	Spectrogram 1	1	1.4046	1.4643	25000	125000
11	Spectrogram 1	1	1.4729	1.5241	25000	125000
12	Spectrogram 1	1	1.571	1.6222	25000	125000
13	Spectrogram 1	1	1.6819	1.7331	25000	125000
14	Spectrogram 1	1	1.8014	1.8569	25000	125000
