Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1502	25000	125000
2	Spectrogram 1	1	0.1758	0.3763	25000	125000
3	Spectrogram 1	1	0.4147	0.5342	25000	125000
4	Spectrogram 1	1	0.5513	0.7347	25000	125000
5	Spectrogram 1	1	0.7433	0.8841	25000	125000
6	Spectrogram 1	1	0.9011	1.0334	25000	125000
7	Spectrogram 1	1	1.0718	1.2553	25000	125000
8	Spectrogram 1	1	1.3022	1.3449	25000	125000
9	Spectrogram 1	1	1.4259	1.5795	25000	125000
10	Spectrogram 1	1	1.6222	1.8398	25000	125000
11	Spectrogram 1	1	1.8654	1.9251	25000	125000
