Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.2057	0.2697	25000	125000
2	Spectrogram 1	1	0.3166	0.4702	25000	125000
3	Spectrogram 1	1	0.5129	0.6067	25000	125000
4	Spectrogram 1	1	0.6451	0.7177	25000	125000
5	Spectrogram 1	1	0.739	0.8201	25000	125000
6	Spectrogram 1	1	0.8585	1.0462	25000	125000
7	Spectrogram 1	1	1.0889	1.1998	25000	125000
8	Spectrogram 1	1	1.2595	1.3747	25000	125000
9	Spectrogram 1	1	1.4131	1.5753	25000	125000
10	Spectrogram 1	1	1.6307	1.7331	25000	125000
