Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0905	25000	125000
2	Spectrogram 1	1	0.1033	0.1929	25000	125000
3	Spectrogram 1	1	0.2099	0.2825	25000	125000
4	Spectrogram 1	1	0.3123	0.3849	25000	125000
5	Spectrogram 1	1	0.419	0.5086	25000	125000
6	Spectrogram 1	1	0.5342	0.6323	25000	125000
7	Spectrogram 1	1	0.6622	0.7433	25000	125000
8	Spectrogram 1	1	0.7945	0.8499	25000	125000
9	Spectrogram 1	1	0.995	1.0675	25000	125000
10	Spectrogram 1	1	1.1017	1.1955	25000	125000
11	Spectrogram 1	1	1.2211	1.315	25000	125000
12	Spectrogram 1	1	1.3705	1.5838	25000	125000
13	Spectrogram 1	1	1.6094	1.8014	25000	125000
14	Spectrogram 1	1	1.8441	1.9763	25000	125000
