Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0606	0.1203	25000	125000
2	Spectrogram 1	1	0.163	0.2569	25000	125000
3	Spectrogram 1	1	0.2995	0.355	25000	125000
4	Spectrogram 1	1	0.3678	0.4617	25000	125000
5	Spectrogram 1	1	0.5043	0.6579	25000	125000
6	Spectrogram 1	1	0.7817	0.8841	25000	125000
7	Spectrogram 1	1	0.9353	1.1187	25000	125000
8	Spectrogram 1	1	1.1443	1.3875	25000	125000
9	Spectrogram 1	1	1.3961	1.5582	25000	125000
10	Spectrogram 1	1	1.7033	1.8995	25000	125000
11	Spectrogram 1	1	1.9507	1.9763	25000	125000
