Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0905	25000	125000
2	Spectrogram 1	1	0.1246	0.1843	25000	125000
3	Spectrogram 1	1	0.2185	0.2697	25000	125000
4	Spectrogram 1	1	0.3123	0.3678	25000	125000
5	Spectrogram 1	1	0.4019	0.4617	25000	125000
6	Spectrogram 1	1	0.4958	0.5598	25000	125000
7	Spectrogram 1	1	0.5982	0.6494	25000	125000
8	Spectrogram 1	1	0.6835	0.7433	25000	125000
9	Spectrogram 1	1	0.7689	0.8371	25000	125000
10	Spectrogram 1	1	1.9123	1.9763	25000	125000
