Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1587	25000	125000
2	Spectrogram 1	1	0.1715	0.3379	25000	125000
3	Spectrogram 1	1	0.3593	0.5939	25000	125000
4	Spectrogram 1	1	0.611	0.7561	25000	125000
5	Spectrogram 1	1	0.7774	0.8585	25000	125000
6	Spectrogram 1	1	0.8755	0.9609	25000	125000
7	Spectrogram 1	1	0.9865	1.0803	25000	125000
8	Spectrogram 1	1	1.123	1.2126	25000	125000
9	Spectrogram 1	1	1.4174	1.4942	25000	125000
10	Spectrogram 1	1	1.5283	1.5923	25000	125000
11	Spectrogram 1	1	1.635	1.7417	25000	125000
12	Spectrogram 1	1	1.763	1.8398	25000	125000
13	Spectrogram 1	1	1.8654	1.9379	25000	125000
14	Spectrogram 1	1	1.955	1.9763	25000	125000
