Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0734	25000	125000
2	Spectrogram 1	1	0.1289	0.2355	25000	125000
3	Spectrogram 1	1	0.5043	0.5683	25000	125000
4	Spectrogram 1	1	0.6025	0.6835	25000	125000
5	Spectrogram 1	1	0.7561	0.7945	25000	125000
6	Spectrogram 1	1	0.9395	1.0846	25000	125000
7	Spectrogram 1	1	1.1145	1.1998	25000	125000
8	Spectrogram 1	1	1.2254	1.2894	25000	125000
9	Spectrogram 1	1	1.5155	1.6521	25000	125000
10	Spectrogram 1	1	1.6777	1.7758	25000	125000
11	Spectrogram 1	1	1.8227	1.9422	25000	125000
