Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0435	25000	125000
2	Spectrogram 1	1	0.0777	0.1374	25000	125000
3	Spectrogram 1	1	0.1929	0.3379	25000	125000
4	Spectrogram 1	1	0.3678	0.4958	25000	125000
5	Spectrogram 1	1	0.5342	0.6579	25000	125000
6	Spectrogram 1	1	0.6963	0.8499	25000	125000
7	Spectrogram 1	1	0.8883	0.9651	25000	125000
8	Spectrogram 1	1	1.0035	1.0675	25000	125000
9	Spectrogram 1	1	1.123	1.1913	25000	125000
10	Spectrogram 1	1	1.2595	1.3449	25000	125000
11	Spectrogram 1	1	1.4174	1.5241	25000	125000
12	Spectrogram 1	1	1.5667	1.6265	25000	125000
13	Spectrogram 1	1	1.6947	1.7673	25000	125000
14	Spectrogram 1	1	1.8227	1.9209	25000	125000
