Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1161	25000	125000
2	Spectrogram 1	1	0.1331	0.2398	25000	125000
3	Spectrogram 1	1	0.2697	0.3977	25000	125000
4	Spectrogram 1	1	0.5129	0.6025	25000	125000
5	Spectrogram 1	1	0.6366	0.7262	25000	125000
6	Spectrogram 1	1	0.7817	0.8798	25000	125000
7	Spectrogram 1	1	1.0291	1.1785	25000	125000
8	Spectrogram 1	1	1.3363	1.4003	25000	125000
9	Spectrogram 1	1	1.4601	1.5369	25000	125000
10	Spectrogram 1	1	1.9209	1.9635	25000	125000
