Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0435	25000	125000
2	Spectrogram 1	1	0.099	0.1545	25000	125000
3	Spectrogram 1	1	0.2185	0.3081	25000	125000
4	Spectrogram 1	1	0.3635	0.4702	25000	125000
5	Spectrogram 1	1	1.0291	1.2211	25000	125000
6	Spectrogram 1	1	1.251	1.4131	25000	125000
7	Spectrogram 1	1	1.4515	1.5539	25000	125000
8	Spectrogram 1	1	1.5966	1.699	25000	125000
9	Spectrogram 1	1	1.7502	1.8526	25000	125000
10	Spectrogram 1	1	1.9038	1.9763	25000	125000
