Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0521	0.2355	25000	125000
2	Spectrogram 1	1	0.2654	0.3123	25000	125000
3	Spectrogram 1	1	0.3379	0.4617	25000	125000
4	Spectrogram 1	1	0.4787	0.5257	25000	125000
5	Spectrogram 1	1	0.7689	0.9737	25000	125000
6	Spectrogram 1	1	0.9993	1.123	25000	125000
7	Spectrogram 1	1	1.1913	1.3022	25000	125000
8	Spectrogram 1	1	1.3406	1.4942	25000	125000
9	Spectrogram 1	1	1.5326	1.6094	25000	125000
10	Spectrogram 1	1	1.6478	1.7203	25000	125000
11	Spectrogram 1	1	1.7673	1.8185	25000	125000
