Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0521	25000	125000
2	Spectrogram 1	1	0.1033	0.2867	25000	125000
3	Spectrogram 1	1	0.3379	0.4574	25000	125000
4	Spectrogram 1	1	0.5214	0.5982	25000	125000
5	Spectrogram 1	1	0.7987	0.9694	25000	125000
6	Spectrogram 1	1	1.0291	1.1017	25000	125000
7	Spectrogram 1	1	1.1486	1.2297	25000	125000
8	Spectrogram 1	1	1.2681	1.4089	25000	125000
9	Spectrogram 1	1	1.6819	1.7289	25000	125000
10	Spectrogram 1	1	1.9123	1.9763	25000	125000
