Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.035	0.0905	25000	125000
2	Spectrogram 1	1	0.1545	0.2782	25000	125000
3	Spectrogram 1	1	0.3081	0.3977	25000	125000
4	Spectrogram 1	1	0.4403	0.611	25000	125000
5	Spectrogram 1	1	0.6366	0.7987	25000	125000
6	Spectrogram 1	1	0.8243	0.9225	25000	125000
7	Spectrogram 1	1	0.931	1.1187	25000	125000
8	Spectrogram 1	1	1.1401	1.3619	25000	125000
9	Spectrogram 1	1	1.3961	1.5795	25000	125000
10	Spectrogram 1	1	1.6051	1.6734	25000	125000
11	Spectrogram 1	1	1.699	1.7758	25000	125000
12	Spectrogram 1	1	1.827	1.8825	25000	125000
13	Spectrogram 1	1	1.9251	1.9763	25000	125000
