Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.1758	0.227	25000	125000
2	Spectrogram 1	1	0.3635	0.4745	25000	125000
3	Spectrogram 1	1	0.5129	0.5726	25000	125000
4	Spectrogram 1	1	0.611	0.6793	25000	125000
5	Spectrogram 1	1	0.7262	0.8286	25000	125000
6	Spectrogram 1	1	0.8542	0.9523	25000	125000
7	Spectrogram 1	1	0.9993	1.0846	25000	125000
8	Spectrogram 1	1	1.1273	1.2254	25000	125000
9	Spectrogram 1	1	1.4771	1.6051	25000	125000
10	Spectrogram 1	1	1.7545	1.8611	25000	125000
