Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0563	0.1203	25000	125000
2	Spectrogram 1	1	0.1886	0.4147	25000	125000
3	Spectrogram 1	1	0.4659	0.5811	25000	125000
4	Spectrogram 1	1	0.6366	0.6878	25000	125000
5	Spectrogram 1	1	0.7262	0.7689	25000	125000
6	Spectrogram 1	1	0.8243	1.059	25000	125000
7	Spectrogram 1	1	1.123	1.2211	25000	125000
8	Spectrogram 1	1	1.2595	1.3577	25000	125000
9	Spectrogram 1	1	1.379	1.5113	25000	125000
10	Spectrogram 1	1	1.5369	1.6009	25000	125000
11	Spectrogram 1	1	1.635	1.7033	25000	125000
12	Spectrogram 1	1	1.7331	1.8526	25000	125000
13	Spectrogram 1	1	1.9635	1.9763	25000	125000
