Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0734	0.1374	25000	125000
2	Spectrogram 1	1	0.1758	0.2569	25000	125000
3	Spectrogram 1	1	0.3977	0.5257	25000	125000
4	Spectrogram 1	1	0.5427	0.6238	25000	125000
5	Spectrogram 1	1	0.6494	0.7731	25000	125000
6	Spectrogram 1	1	0.803	0.8926	25000	125000
7	Spectrogram 1	1	0.9395	1.1017	25000	125000
8	Spectrogram 1	1	1.1358	1.2169	25000	125000
9	Spectrogram 1	1	1.2766	1.3662	25000	125000
10	Spectrogram 1	1	1.4558	1.5411	25000	125000
11	Spectrogram 1	1	1.571	1.6734	25000	125000
12	Spectrogram 1	1	1.699	1.8057	25000	125000
13	Spectrogram 1	1	1.9379	1.9763	25000	125000
