Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.7305	0.8798	25000	125000
2	Spectrogram 1	1	0.9097	0.9993	25000	125000
3	Spectrogram 1	1	1.1486	1.2169	25000	125000
4	Spectrogram 1	1	1.251	1.3961	25000	125000
5	Spectrogram 1	1	1.4174	1.5027	25000	125000
6	Spectrogram 1	1	1.5454	1.6521	25000	125000
7	Spectrogram 1	1	1.6777	1.7459	25000	125000
8	Spectrogram 1	1	1.7587	1.8142	25000	125000
9	Spectrogram 1	1	1.8483	1.9209	25000	125000
10	Spectrogram 1	1	1.9379	1.9763	25000	125000
