Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1289	25000	125000
2	Spectrogram 1	1	0.1545	0.2398	25000	125000
3	Spectrogram 1	1	0.2739	0.3379	25000	125000
4	Spectrogram 1	1	0.4873	0.547	25000	125000
5	Spectrogram 1	1	0.5854	0.6537	25000	125000
6	Spectrogram 1	1	0.6963	0.7731	25000	125000
7	Spectrogram 1	1	0.8073	0.9737	25000	125000
8	Spectrogram 1	1	0.9993	1.1358	25000	125000
9	Spectrogram 1	1	1.1614	1.3065	25000	125000
10	Spectrogram 1	1	1.3363	1.4899	25000	125000
11	Spectrogram 1	1	1.5241	1.6691	25000	125000
12	Spectrogram 1	1	1.7118	1.8739	25000	125000
13	Spectrogram 1	1	1.9038	1.9763	25000	125000
