Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1289	25000	125000
2	Spectrogram 1	1	0.1417	0.2739	25000	125000
3	Spectrogram 1	1	0.3081	0.3678	25000	125000
4	Spectrogram 1	1	0.4019	0.5641	25000	125000
5	Spectrogram 1	1	0.5897	0.7603	25000	125000
6	Spectrogram 1	1	0.7859	0.8542	25000	125000
7	Spectrogram 1	1	0.8883	1.0334	25000	125000
8	Spectrogram 1	1	1.0505	1.2169	25000	125000
9	Spectrogram 1	1	1.2467	1.3577	25000	125000
10	Spectrogram 1	1	1.3833	1.4686	25000	125000
11	Spectrogram 1	1	1.4857	1.5369	25000	125000
12	Spectrogram 1	1	1.5838	1.763	25000	125000
13	Spectrogram 1	1	1.7843	1.8654	25000	125000
14	Spectrogram 1	1	1.891	1.9763	25000	125000
