Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.3166	25000	125000
2	Spectrogram 1	1	0.3294	0.5427	25000	125000
3	Spectrogram 1	1	0.5598	0.6921	25000	125000
4	Spectrogram 1	1	0.7049	0.8371	25000	125000
5	Spectrogram 1	1	0.8457	0.9737	25000	125000
6	Spectrogram 1	1	0.9865	1.0846	25000	125000
7	Spectrogram 1	1	1.0974	1.3193	25000	125000
8	Spectrogram 1	1	1.3363	1.4857	25000	125000
9	Spectrogram 1	1	1.4985	1.5838	25000	125000
10	Spectrogram 1	1	1.5966	1.6819	25000	125000
11	Spectrogram 1	1	1.6947	1.8441	25000	125000
12	Spectrogram 1	1	1.8697	1.9721	25000	125000
