Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.099	25000	125000
2	Spectrogram 1	1	0.1118	0.2953	25000	125000
3	Spectrogram 1	1	0.3123	0.5811	25000	125000
4	Spectrogram 1	1	0.6025	0.7902	25000	125000
5	Spectrogram 1	1	0.8073	0.9993	25000	125000
6	Spectrogram 1	1	1.0547	1.2339	25000	125000
7	Spectrogram 1	1	1.2766	1.4387	25000	125000
8	Spectrogram 1	1	1.4729	1.6563	25000	125000
9	Spectrogram 1	1	1.6691	1.8867	25000	125000
10	Spectrogram 1	1	1.9081	1.9763	25000	125000
