Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1673	25000	125000
2	Spectrogram 1	1	0.1843	0.2739	25000	125000
3	Spectrogram 1	1	0.2825	0.3635	25000	125000
4	Spectrogram 1	1	0.3721	0.5982	25000	125000
5	Spectrogram 1	1	0.6153	0.6793	25000	125000
6	Spectrogram 1	1	1.0291	1.1145	25000	125000
7	Spectrogram 1	1	1.123	1.2937	25000	125000
8	Spectrogram 1	1	1.3193	1.5241	25000	125000
9	Spectrogram 1	1	1.5497	1.6478	25000	125000
10	Spectrogram 1	1	1.6606	1.7758	25000	125000
11	Spectrogram 1	1	1.7929	1.9763	25000	125000
