Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0606	25000	125000
2	Spectrogram 1	1	0.1075	0.2569	25000	125000
3	Spectrogram 1	1	0.2953	0.4318	25000	125000
4	Spectrogram 1	1	0.4531	0.5769	25000	125000
5	Spectrogram 1	1	0.6067	0.6665	25000	125000
6	Spectrogram 1	1	0.7006	0.867	25000	125000
7	Spectrogram 1	1	0.8926	1.0505	25000	125000
8	Spectrogram 1	1	1.0718	1.2553	25000	125000
9	Spectrogram 1	1	1.2937	1.3662	25000	125000
10	Spectrogram 1	1	1.4046	1.4771	25000	125000
11	Spectrogram 1	1	1.5155	1.5881	25000	125000
12	Spectrogram 1	1	1.7715	1.8355	25000	125000
13	Spectrogram 1	1	1.8739	1.9422	25000	125000
