Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0393	0.0862	25000	125000
2	Spectrogram 1	1	0.1459	0.2398	25000	125000
3	Spectrogram 1	1	0.2825	0.4446	25000	125000
4	Spectrogram 1	1	0.7177	0.867	25000	125000
5	Spectrogram 1	1	0.8841	1.0633	25000	125000
6	Spectrogram 1	1	1.0803	1.2211	25000	125000
7	Spectrogram 1	1	1.2339	1.3577	25000	125000
8	Spectrogram 1	1	1.379	1.5369	25000	125000
9	Spectrogram 1	1	1.5539	1.7331	25000	125000
10	Spectrogram 1	1	1.7545	1.9337	25000	125000
11	Spectrogram 1	1	1.9507	1.9763	25000	125000
