Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.035	0.0947	25000	125000
2	Spectrogram 1	1	0.1587	0.2014	25000	125000
3	Spectrogram 1	1	0.5513	0.6153	25000	125000
4	Spectrogram 1	1	0.8969	0.9907	25000	125000
5	Spectrogram 1	1	1.059	1.1913	25000	125000
6	Spectrogram 1	1	1.2169	1.3235	25000	125000
7	Spectrogram 1	1	1.4771	1.5539	25000	125000
8	Spectrogram 1	1	1.6051	1.7374	25000	125000
9	Spectrogram 1	1	1.7715	1.8782	25000	125000
10	Spectrogram 1	1	1.9123	1.9763	25000	125000
