Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1161	25000	125000
2	Spectrogram 1	1	0.1801	0.3465	25000	125000
3	Spectrogram 1	1	0.3891	0.4745	25000	125000
4	Spectrogram 1	1	0.4915	0.5598	25000	125000
5	Spectrogram 1	1	0.5897	0.7177	25000	125000
6	Spectrogram 1	1	0.7475	0.7902	25000	125000
7	Spectrogram 1	1	0.8371	0.8926	25000	125000
8	Spectrogram 1	1	0.9395	1.0121	25000	125000
9	Spectrogram 1	1	1.1443	1.3065	25000	125000
10	Spectrogram 1	1	1.3321	1.4174	25000	125000
11	Spectrogram 1	1	1.4302	1.5625	25000	125000
12	Spectrogram 1	1	1.5923	1.7801	25000	125000
13	Spectrogram 1	1	1.827	1.9166	25000	125000
