Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0393	25000	125000
2	Spectrogram 1	1	0.0649	0.1203	25000	125000
3	Spectrogram 1	1	0.1502	0.2953	25000	125000
4	Spectrogram 1	1	0.3123	0.4702	25000	125000
5	Spectrogram 1	1	0.483	0.5598	25000	125000
6	Spectrogram 1	1	0.5726	0.6494	25000	125000
7	Spectrogram 1	1	0.6579	0.7475	25000	125000
8	Spectrogram 1	1	0.7689	0.8499	25000	125000
9	Spectrogram 1	1	0.8585	0.9267	25000	125000
10	Spectrogram 1	1	0.9609	1.0078	25000	125000
11	Spectrogram 1	1	1.0505	1.1102	25000	125000
12	Spectrogram 1	1	1.8185	1.9038	25000	125000
13	Spectrogram 1	1	1.9635	1.9763	25000	125000
