Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1118	25000	125000
2	Spectrogram 1	1	0.1545	0.3721	25000	125000
3	Spectrogram 1	1	0.4105	0.5299	25000	125000
4	Spectrogram 1	1	0.547	0.611	25000	125000
5	Spectrogram 1	1	0.6409	0.7134	25000	125000
6	Spectrogram 1	1	0.7518	0.8115	25000	125000
7	Spectrogram 1	1	0.9566	1.1017	25000	125000
8	Spectrogram 1	1	1.1273	1.1998	25000	125000
9	Spectrogram 1	1	1.2382	1.3662	25000	125000
10	Spectrogram 1	1	1.4046	1.6179	25000	125000
11	Spectrogram 1	1	1.6435	1.699	25000	125000
12	Spectrogram 1	1	1.7374	1.8697	25000	125000
13	Spectrogram 1	1	1.891	1.9465	25000	125000
