Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0606	25000	125000
2	Spectrogram 1	1	0.0777	0.2398	25000	125000
3	Spectrogram 1	1	0.2654	0.3166	25000	125000
4	Spectrogram 1	1	0.3422	0.419	25000	125000
5	Spectrogram 1	1	0.5385	0.5897	25000	125000
6	Spectrogram 1	1	0.6451	0.739	25000	125000
7	Spectrogram 1	1	0.867	0.9438	25000	125000
8	Spectrogram 1	1	0.9651	1.1657	25000	125000
9	Spectrogram 1	1	1.2041	1.3577	25000	125000
10	Spectrogram 1	1	1.3705	1.5369	25000	125000
11	Spectrogram 1	1	1.5753	1.7289	25000	125000
12	Spectrogram 1	1	1.7545	1.8569	25000	125000
13	Spectrogram 1	1	1.8739	1.9422	25000	125000
14	Spectrogram 1	1	1.9507	1.9763	25000	125000
