Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0478	0.1203	25000	125000
2	Spectrogram 1	1	0.1886	0.2611	25000	125000
3	Spectrogram 1	1	0.291	0.4233	25000	125000
4	Spectrogram 1	1	0.4531	0.5598	25000	125000
5	Spectrogram 1	1	0.5897	0.6878	25000	125000
6	Spectrogram 1	1	0.739	0.8457	25000	125000
7	Spectrogram 1	1	0.8798	1.0078	25000	125000
8	Spectrogram 1	1	1.0419	1.1273	25000	125000
9	Spectrogram 1	1	1.1998	1.2681	25000	125000
10	Spectrogram 1	1	1.3065	1.4131	25000	125000
11	Spectrogram 1	1	1.4473	1.5454	25000	125000
12	Spectrogram 1	1	1.5881	1.7459	25000	125000
13	Spectrogram 1	1	1.7758	1.9294	25000	125000
