Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0649	25000	125000
2	Spectrogram 1	1	0.0947	0.227	25000	125000
3	Spectrogram 1	1	0.2611	0.3209	25000	125000
4	Spectrogram 1	1	0.3849	0.4318	25000	125000
5	Spectrogram 1	1	0.4617	0.5342	25000	125000
6	Spectrogram 1	1	0.5811	0.6494	25000	125000
7	Spectrogram 1	1	0.8158	0.9609	25000	125000
8	Spectrogram 1	1	1.0035	1.0931	25000	125000
9	Spectrogram 1	1	1.8313	1.8867	25000	125000
10	Spectrogram 1	1	1.9337	1.9763	25000	125000
