Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0734	25000	125000
2	Spectrogram 1	1	0.1075	0.2142	25000	125000
3	Spectrogram 1	1	0.2313	0.2867	25000	125000
4	Spectrogram 1	1	0.3209	0.3977	25000	125000
5	Spectrogram 1	1	0.4233	0.4745	25000	125000
6	Spectrogram 1	1	0.5129	0.5641	25000	125000
7	Spectrogram 1	1	0.6067	0.8243	25000	125000
8	Spectrogram 1	1	0.8542	0.9353	25000	125000
9	Spectrogram 1	1	0.9609	1.0249	25000	125000
10	Spectrogram 1	1	1.0419	1.1017	25000	125000
11	Spectrogram 1	1	1.1358	1.1955	25000	125000
12	Spectrogram 1	1	1.2425	1.2979	25000	125000
13	Spectrogram 1	1	1.3406	1.3875	25000	125000
14	Spectrogram 1	1	1.4473	1.4942	25000	125000
15	Spectrogram 1	1	1.5625	1.6137	25000	125000
16	Spectrogram 1	1	1.7758	1.8398	25000	125000
