Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0307	0.1587	25000	125000
2	Spectrogram 1	1	0.1843	0.3251	25000	125000
3	Spectrogram 1	1	0.3593	0.5043	25000	125000
4	Spectrogram 1	1	0.5342	0.6451	25000	125000
5	Spectrogram 1	1	0.6622	0.7305	25000	125000
6	Spectrogram 1	1	0.8841	0.9481	25000	125000
7	Spectrogram 1	1	0.995	1.1486	25000	125000
8	Spectrogram 1	1	1.1785	1.3107	25000	125000
9	Spectrogram 1	1	1.3363	1.4601	25000	125000
10	Spectrogram 1	1	1.4857	1.6094	25000	125000
11	Spectrogram 1	1	1.635	1.7118	25000	125000
12	Spectrogram 1	1	1.7459	1.8569	25000	125000
13	Spectrogram 1	1	1.8739	1.9507	25000	125000
