Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.2483	25000	125000
2	Spectrogram 1	1	0.291	0.483	25000	125000
3	Spectrogram 1	1	0.5257	0.7475	25000	125000
4	Spectrogram 1	1	0.7902	0.9609	25000	125000
5	Spectrogram 1	1	0.9993	1.1657	25000	125000
6	Spectrogram 1	1	1.1998	1.3705	25000	125000
7	Spectrogram 1	1	1.3961	1.571	25000	125000
8	Spectrogram 1	1	1.5966	1.7033	25000	125000
9	Spectrogram 1	1	1.7203	1.8483	25000	125000
10	Spectrogram 1	1	1.8825	1.9763	25000	125000
