Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0905	25000	125000
2	Spectrogram 1	1	0.1246	0.1929	25000	125000
3	Spectrogram 1	1	0.2398	0.3123	25000	125000
4	Spectrogram 1	1	0.3465	0.5641	25000	125000
5	Spectrogram 1	1	0.5726	0.6963	25000	125000
6	Spectrogram 1	1	0.7262	0.8243	25000	125000
7	Spectrogram 1	1	0.8371	0.9395	25000	125000
8	Spectrogram 1	1	0.9566	1.0291	25000	125000
9	Spectrogram 1	1	1.3577	1.4558	25000	125000
10	Spectrogram 1	1	1.4729	1.5923	25000	125000
11	Spectrogram 1	1	1.6265	1.7459	25000	125000
