Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0393	25000	125000
2	Spectrogram 1	1	0.099	0.1331	25000	125000
3	Spectrogram 1	1	0.3209	0.3635	25000	125000
4	Spectrogram 1	1	0.7091	0.7518	25000	125000
5	Spectrogram 1	1	0.8073	0.8499	25000	125000
6	Spectrogram 1	1	0.9054	0.9481	25000	125000
7	Spectrogram 1	1	0.9993	1.0505	25000	125000
8	Spectrogram 1	1	1.123	1.1614	25000	125000
9	Spectrogram 1	1	1.5241	1.571	25000	125000
10	Spectrogram 1	1	1.6179	1.6691	25000	125000
11	Spectrogram 1	1	1.7331	1.7715	25000	125000
12	Spectrogram 1	1	1.8313	1.8867	25000	125000
13	Spectrogram 1	1	1.9337	1.9763	25000	125000
