Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0307	25000	125000
2	Spectrogram 1	1	0.0691	0.2057	25000	125000
3	Spectrogram 1	1	0.2355	0.3721	25000	125000
4	Spectrogram 1	1	0.4019	0.4702	25000	125000
5	Spectrogram 1	1	0.4873	0.5641	25000	125000
6	Spectrogram 1	1	0.5897	0.7134	25000	125000
7	Spectrogram 1	1	0.7305	0.867	25000	125000
8	Spectrogram 1	1	0.8841	1.0249	25000	125000
9	Spectrogram 1	1	1.0547	1.1785	25000	125000
10	Spectrogram 1	1	1.1913	1.2595	25000	125000
11	Spectrogram 1	1	1.2851	1.4259	25000	125000
12	Spectrogram 1	1	1.4558	1.5198	25000	125000
13	Spectrogram 1	1	1.5539	1.7545	25000	125000
14	Spectrogram 1	1	1.8057	1.8782	25000	125000
15	Spectrogram 1	1	1.9123	1.9763	25000	125000
