Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0691	25000	125000
2	Spectrogram 1	1	0.1161	0.1673	25000	125000
3	Spectrogram 1	1	0.2483	0.3849	25000	125000
4	Spectrogram 1	1	0.4489	0.547	25000	125000
5	Spectrogram 1	1	0.5854	0.6707	25000	125000
6	Spectrogram 1	1	0.7091	0.9097	25000	125000
7	Spectrogram 1	1	0.9225	1.0675	25000	125000
8	Spectrogram 1	1	1.0931	1.1742	25000	125000
9	Spectrogram 1	1	1.2083	1.3961	25000	125000
10	Spectrogram 1	1	1.4259	1.5497	25000	125000
11	Spectrogram 1	1	1.571	1.6819	25000	125000
12	Spectrogram 1	1	1.7075	1.8867	25000	125000
13	Spectrogram 1	1	1.9123	1.9763	25000	125000
