Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.1715	0.3081	25000	125000
2	Spectrogram 1	1	0.3294	0.4446	25000	125000
3	Spectrogram 1	1	0.4574	0.5897	25000	125000
4	Spectrogram 1	1	0.6195	0.7219	25000	125000
5	Spectrogram 1	1	0.7475	0.8542	25000	125000
6	Spectrogram 1	1	0.8841	0.995	25000	125000
7	Spectrogram 1	1	1.0078	1.1529	25000	125000
8	Spectrogram 1	1	1.1785	1.2723	25000	125000
9	Spectrogram 1	1	1.3022	1.4217	25000	125000
10	Spectrogram 1	1	1.443	1.5155	25000	125000
11	Spectrogram 1	1	1.5454	1.6265	25000	125000
12	Spectrogram 1	1	1.6606	1.7545	25000	125000
13	Spectrogram 1	1	1.7843	1.8953	25000	125000
14	Spectrogram 1	1	1.9209	1.9763	25000	125000
