Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.035	25000	125000
2	Spectrogram 1	1	0.0777	0.163	25000	125000
3	Spectrogram 1	1	0.1843	0.3379	25000	125000
4	Spectrogram 1	1	0.3721	0.6153	25000	125000
5	Spectrogram 1	1	0.6409	0.7689	25000	125000
6	Spectrogram 1	1	0.7945	0.8755	25000	125000
7	Spectrogram 1	1	0.9011	1.0249	25000	125000
8	Spectrogram 1	1	1.0505	1.1998	25000	125000
9	Spectrogram 1	1	1.2254	1.4643	25000	125000
10	Spectrogram 1	1	1.4729	1.6777	25000	125000
11	Spectrogram 1	1	1.7331	1.9038	25000	125000
