Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1502	25000	125000
2	Spectrogram 1	1	0.1801	0.2867	25000	125000
3	Spectrogram 1	1	0.2995	0.4403	25000	125000
4	Spectrogram 1	1	0.4617	0.5385	25000	125000
5	Spectrogram 1	1	0.5641	0.7006	25000	125000
6	Spectrogram 1	1	0.7219	0.8883	25000	125000
7	Spectrogram 1	1	0.9054	1.0718	25000	125000
8	Spectrogram 1	1	1.1017	1.2211	25000	125000
9	Spectrogram 1	1	1.2425	1.3065	25000	125000
10	Spectrogram 1	1	1.3235	1.3833	25000	125000
11	Spectrogram 1	1	1.4046	1.4814	25000	125000
12	Spectrogram 1	1	1.5027	1.5582	25000	125000
13	Spectrogram 1	1	1.5923	1.6606	25000	125000
14	Spectrogram 1	1	1.7203	1.8227	25000	125000
15	Spectrogram 1	1	1.9678	1.9763	25000	125000
