Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.8798	0.931	25000	125000
2	Spectrogram 1	1	0.9822	1.0419	25000	125000
3	Spectrogram 1	1	1.0761	1.123	25000	125000
4	Spectrogram 1	1	1.2467	1.2894	25000	125000
5	Spectrogram 1	1	1.3363	1.3747	25000	125000
6	Spectrogram 1	1	1.4174	1.4857	25000	125000
7	Spectrogram 1	1	1.5198	1.5838	25000	125000
8	Spectrogram 1	1	1.6222	1.6606	25000	125000
9	Spectrogram 1	1	1.699	1.7502	25000	125000
10	Spectrogram 1	1	1.8099	1.8611	25000	125000
11	Spectrogram 1	1	1.8995	1.955	25000	125000
