Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.035	25000	125000
2	Spectrogram 1	1	0.0819	0.2825	25000	125000
3	Spectrogram 1	1	0.3294	0.5214	25000	125000
4	Spectrogram 1	1	0.5641	0.7091	25000	125000
5	Spectrogram 1	1	0.7305	0.7987	25000	125000
6	Spectrogram 1	1	0.8115	0.8969	25000	125000
7	Spectrogram 1	1	0.9139	0.9566	25000	125000
8	Spectrogram 1	1	1.0035	1.0675	25000	125000
9	Spectrogram 1	1	1.315	1.4046	25000	125000
10	Spectrogram 1	1	1.4217	1.4985	25000	125000
11	Spectrogram 1	1	1.5155	1.6521	25000	125000
12	Spectrogram 1	1	1.6777	1.7929	25000	125000
13	Spectrogram 1	1	1.8142	1.8867	25000	125000
14	Spectrogram 1	1	1.9379	1.9763	25000	125000
