Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0521	25000	125000
2	Spectrogram 1	1	0.0777	0.1801	25000	125000
3	Spectrogram 1	1	0.2014	0.2739	25000	125000
4	Spectrogram 1	1	0.3123	0.3891	25000	125000
5	Spectrogram 1	1	0.4233	0.4915	25000	125000
6	Spectrogram 1	1	0.5257	0.6281	25000	125000
7	Spectrogram 1	1	0.739	0.7859	25000	125000
8	Spectrogram 1	1	0.8371	0.9011	25000	125000
9	Spectrogram 1	1	0.9523	1.0206	25000	125000
10	Spectrogram 1	1	1.2595	1.3235	25000	125000
