Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0606	25000	125000
2	Spectrogram 1	1	0.0777	0.163	25000	125000
3	Spectrogram 1	1	0.1843	0.4233	25000	125000
4	Spectrogram 1	1	0.4531	0.5299	25000	125000
5	Spectrogram 1	1	0.5555	0.6366	25000	125000
6	Spectrogram 1	1	0.6579	0.7305	25000	125000
7	Spectrogram 1	1	0.7603	0.8201	25000	125000
8	Spectrogram 1	1	0.8713	0.9353	25000	125000
9	Spectrogram 1	1	0.9651	1.0547	25000	125000
10	Spectrogram 1	1	1.0889	1.1955	25000	125000
11	Spectrogram 1	1	1.2041	1.4558	25000	125000
12	Spectrogram 1	1	1.4729	1.5326	25000	125000
13	Spectrogram 1	1	1.5667	1.7502	25000	125000
14	Spectrogram 1	1	1.763	1.8825	25000	125000
15	Spectrogram 1	1	1.891	1.9763	25000	125000
